# R(23)3300019 has a factor: 39600229 (25.24 Bits)
# R(-3)2122459 has a factor: 38204263 (25.19 Bits)
-3,2122459,25,9
# R(-3)2162387 has a factor: 38922967 (25.21 Bits)
-3,2162387,25,9
# R(-3)2109391 has a factor: 37969039 (25.18 Bits)
-3,2109391,25,9
# R(-3)2109949 has a factor: 37979083 (25.18 Bits)
-3,2109949,25,9
# R(-3)2140447 has a factor: 51370729 (25.61 Bits)
-3,2140447,25,12
# R(-3)2179777 has a factor: 52314649 (25.64 Bits)
-3,2179777,25,12
# R(-3)2124769 has a factor: 50994457 (25.6 Bits)
-3,2124769,25,12
# R(-3)2154953 has a factor: 51718873 (25.62 Bits)
-3,2154953,25,12
# R(-3)2137199 has a factor: 51292777 (25.61 Bits)
-3,2137199,25,12
# R(-3)2112419 has a factor: 50698057 (25.6 Bits)
-3,2112419,25,12
# R(-3)2147767 has a factor: 51546409 (25.62 Bits)
-3,2147767,25,12
# R(-3)2181463 has a factor: 52355113 (25.64 Bits)
-3,2181463,25,12
# R(-3)2137489 has a factor: 51299737 (25.61 Bits)
-3,2137489,25,12
# R(-3)2182129 has a factor: 52371097 (25.64 Bits)
-3,2182129,25,12
# R(-3)2118917 has a factor: 50854009 (25.6 Bits)
-3,2118917,25,12
# R(-3)2122823 has a factor: 50947753 (25.6 Bits)
-3,2122823,25,12
# R(-3)2151007 has a factor: 51624169 (25.62 Bits)
-3,2151007,25,12
# R(-3)2168879 has a factor: 52053097 (25.63 Bits)
-3,2168879,25,12
# R(-3)2196869 has a factor: 52724857 (25.65 Bits)
-3,2196869,25,12
# R(-3)2159627 has a factor: 51831049 (25.63 Bits)
-3,2159627,25,12
# R(-3)2122123 has a factor: 50930953 (25.6 Bits)
-3,2122123,25,12
# R(-3)2193239 has a factor: 52637737 (25.65 Bits)
-3,2193239,25,12
# R(-3)2165521 has a factor: 64965631 (25.95 Bits)
-3,2165521,25,15
# R(-3)2127659 has a factor: 63829771 (25.93 Bits)
-3,2127659,25,15
# R(-3)2103301 has a factor: 63099031 (25.91 Bits)
-3,2103301,25,15
# R(-3)2187511 has a factor: 65625331 (25.97 Bits)
-3,2187511,25,15
# R(-3)2156629 has a factor: 64698871 (25.95 Bits)
-3,2156629,25,15
# R(-3)2182871 has a factor: 65486131 (25.96 Bits)
-3,2182871,25,15
# R(-3)2156459 has a factor: 64693771 (25.95 Bits)
-3,2156459,25,15
# R(-3)2167327 has a factor: 65019811 (25.95 Bits)
-3,2167327,25,15
# R(-3)2179909 has a factor: 65397271 (25.96 Bits)
-3,2179909,25,15
# R(-3)2136157 has a factor: 64084711 (25.93 Bits)
-3,2136157,25,15
# R(-3)2198617 has a factor: 65958511 (25.98 Bits)
-3,2198617,25,15
# R(-3)2100727 has a factor: 63021811 (25.91 Bits)
-3,2100727,25,15
# R(-3)2163113 has a factor: 64893391 (25.95 Bits)
-3,2163113,25,15
# R(-3)2136439 has a factor: 64093171 (25.93 Bits)
-3,2136439,25,15
# R(-3)2138491 has a factor: 64154731 (25.94 Bits)
-3,2138491,25,15
# R(-3)2120143 has a factor: 63604291 (25.92 Bits)
-3,2120143,25,15
# R(-3)2102183 has a factor: 63065491 (25.91 Bits)
-3,2102183,25,15
# R(-3)2125649 has a factor: 63769471 (25.93 Bits)
